,class,is_ok,src_id,pred_class,prob,src_name,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,flux_significance,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
80,BH,1,BH0021,BH,0.9961739,CXOU J100516.5-07420,75682.2,16.75,1205.131,2010-01-29T14:46:35,3.8722200000000005e-07,0.8400000000000001,5.2,0.0006780333333333,0.0003691333333333,0.0003783666666666,2.881e-05,0.5293333333333333,0.509,0.4953333333333334,0.6666666666666666,14.83132577043292,15.071218165967602,14.946061506338534,9.848e-07,4.89394e-07,7.419e-07,3.348,1.747e-06,1.017e-07,6.032e-07,6.967e-07,5.609e-07,1.45e-06,2.906e-08,4.658e-07,9.501e-08,4.071e-07,2.044e-06,1.744e-07,7.33e-07,1.267e-06,7.056e-07,2.78e-15,3.622e-16,1.477e-15,0.0,1.042e-15,2.286e-15,6.037e-17,1.141e-15,0.0,7.564e-16,3.275e-15,6.641e-16,1.795e-15,3.279e-16,1.311e-15,-0.6971,-0.6808,0.0325,,,,,,,,,,,,,,,,,-0.5103,-0.8538,-0.4791,-0.8488,0.2042,-0.1343,,,,,,,,,,,,,,,,,,,,
83,BH,1,BH0021,BH,0.99966395,CXOU J100516.5-07420,184208.0,16.75,1205.131,2012-01-31T15:24:33,3.8722200000000005e-07,0.8400000000000001,5.2,0.0002228333333333,7.984333333333334e-05,0.0001344233333333,3.967333333333334e-05,0.5183333333333334,0.4823333333333333,0.634,1.0,15.009783279953542,15.273089497091032,15.1206316962134,3.575e-07,2.215375e-07,2.895150000000001e-07,3.7075,6.411e-07,6.876e-08,1.551e-07,,2.931e-07,5.239e-07,3.125e-08,1.111e-07,,2.199e-07,7.583e-07,1.063e-07,1.99e-07,,3.664e-07,1.492e-15,5.861e-16,3.91e-16,,5.608e-16,1.194e-15,2.381e-16,2.802e-16,,4.206e-16,1.774e-15,9.341e-16,5.018e-16,,7.01e-16,-0.3585,-0.6221,-0.3248,,,,,,,,,,,,,,,,,-0.1056,-0.6052,-0.4341,-0.7864,-0.153,-0.4841,,,,,,,,,,,,,,,,,,,,
86,BH,1,BH0021,BH,0.99888366,CXOU J100516.5-07420,119479.4,16.75,1205.131,2012-04-04T03:00:56,3.8722200000000005e-07,0.8400000000000001,5.2,0.00024645,0.0001470425,0.0001791199999999,2.5145e-05,0.60325,0.7602500000000001,0.5157499999999999,0.5,14.979199672031678,15.222558677202285,15.089172900523394,7.2334e-07,3.1874e-07,5.2196e-07,3.358,1.062e-06,1.804e-07,2.688e-07,6.876e-07,4.11e-07,8.744e-07,1.075e-07,1.939e-07,1.196e-07,2.983e-07,1.251e-06,2.533e-07,3.393e-07,1.256e-06,5.171e-07,1.994e-15,7.129e-16,6.515e-16,0.0,7.135e-16,1.626e-15,3.813e-16,4.699e-16,0.0,5.179e-16,2.363e-15,1.028e-15,8.224e-16,1.343e-16,8.976e-16,-0.1786,-0.3885,-0.2211,,,,,,,,,,,,,,,,,0.0443,-0.4066,-0.1855,-0.5815,-0.0418,-0.3891,,,,,,,,,,,,,,,,,,,,
85,BH,1,BH0021,BH,0.9996253,CXOU J100516.5-07420,160215.7,16.75,1205.131,2012-01-21T08:54:47,3.8722200000000005e-07,0.8400000000000001,5.2,0.0002924333333333,0.0001555333333333,0.0001581,1.0277333333333332e-05,0.3606666666666666,0.3246666666666666,0.5283333333333334,0.6666666666666666,15.131050076200983,15.40483458520977,15.254800249567449,6.731000000000001e-07,3.065780000000001e-07,4.904180000000001e-07,3.35,7.532e-07,7.659e-08,2.002e-07,1.102e-06,3.201e-07,6.163e-07,3.249e-08,1.444e-07,5.009e-07,2.388e-07,8.9e-07,1.184e-07,2.527e-07,1.703e-06,4.014e-07,1.371e-15,3.663e-16,5.027e-16,0.0,5.408e-16,1.094e-15,1.085e-16,3.626e-16,0.0,4.034e-16,1.633e-15,6.106e-16,6.346e-16,1.413e-16,6.781e-16,-0.4185,-0.6084,-0.2423,,,,,,,,,,,,,,,,,-0.1805,-0.6515,-0.4141,-0.7814,-0.0656,-0.4079,,,,,,,,,,,,,,,,,,,,
81,BH,1,BH0021,BH,0.99844056,CXOU J100516.5-07420,171955.9,16.75,1205.131,2012-01-18T14:26:38,3.8722200000000005e-07,0.8400000000000001,5.2,0.000222125,0.00015556,0.000157835,7.363e-06,0.362,0.45075,0.44525,0.25,14.891069835385538,15.114118842728978,14.999210302449924,6.8236e-07,3.4092e-07,5.1492e-07,3.862,9.494e-07,2.049e-07,1.765e-07,8.403e-07,4.035e-07,8.014e-07,1.39e-07,1.273e-07,3.253e-07,3.116e-07,1.097e-06,2.708e-07,2.256e-07,1.328e-06,4.904e-07,2.447e-15,1.38e-15,4.237e-16,0.0,7.584e-16,2.042e-15,9.114e-16,3.056e-16,0.0,5.856e-16,2.852e-15,1.849e-15,5.418e-16,2.61e-16,9.216e-16,0.0874,-0.3323,-0.4035,,,,,,,,,,,,,,,,,0.2842,-0.123,-0.163,-0.4991,-0.253,-0.5415,,,,,,,,,,,,,,,,,,,,
84,BH,1,BH0021,BH,0.99878854,CXOU J100516.5-07420,158013.8,16.75,1205.131,2012-02-03T10:00:00,3.8722200000000005e-07,0.8400000000000001,5.2,0.0001762425,0.00012363,0.000124915,4.88425e-06,0.4445,0.46175,0.4475,0.0,15.109590160094102,15.385693488686966,15.240709966975697,5.6686e-07,2.3991200000000004e-07,4.0402e-07,3.298,7.5e-07,1.335e-07,2.07e-07,6.682e-07,2.614e-07,6.133e-07,7.546e-08,1.502e-07,1.732e-07,1.874e-07,8.867e-07,1.887e-07,2.604e-07,1.163e-06,3.355e-07,1.422e-15,5.161e-16,4.748e-16,0.0,4.596e-16,1.134e-15,2.514e-16,3.424e-16,0.0,3.294e-16,1.693e-15,7.807e-16,5.993e-16,2.221e-16,5.898e-16,-0.1874,-0.3186,-0.1337,,,,,,,,,,,,,,,,,0.0381,-0.4191,-0.0956,-0.5328,0.0581,-0.3154,,,,,,,,,,,,,,,,,,,,
78,BH,1,BH0021,BH,0.99866796,CXOU J100516.5-07420,36978.6,16.75,1205.131,2001-06-14T10:51:54,3.8722200000000005e-07,0.8400000000000001,5.2,0.00048215,0.0002918,0.00031755,2.9915e-05,0.409,0.3285,0.4275,0.0,15.1041356487527,15.597910649427904,15.386411854814495,6.0606e-07,2.3365800000000001e-07,3.94716e-07,1.612,1.149e-06,1.895e-07,6.578e-08,0.0,5.693e-07,7.73e-07,3.949e-08,0.0,0.0,3.558e-07,1.525e-06,3.317e-07,1.277e-07,2.632e-07,7.827e-07,1.312e-15,0.0,0.0,0.0,7.418e-16,7.984e-16,0.0,0.0,0.0,4.636e-16,1.796e-15,7.735e-16,1.768e-16,1.677e-16,1.02e-15,0.5909,-0.4822,-0.807,,,,,,,,,,,,,,,,,0.8888,0.1318,-0.1743,-0.7577,-0.599,-0.955,,,,,,,,,,,,,,,,,,,,
79,BH,1,BH0021,BH,0.99488837,CXOU J100516.5-07420,40580.4,16.75,1205.131,2010-01-27T01:02:52,3.8722200000000005e-07,0.8400000000000001,5.2,0.000479,0.0003124333333333,0.0003487333333333,4.011666666666667e-05,0.399,0.4399999999999999,0.48,0.3333333333333333,14.713988382141704,15.048672197072984,14.863844065551469,9.992e-07,4.3114e-07,6.234399999999999e-07,2.386,1.736e-06,3.486e-07,4.687e-07,0.0,5.639e-07,1.329e-06,1.696e-07,3.033e-07,0.0,3.538e-07,2.143e-06,5.181e-07,6.249e-07,9.471e-07,7.629e-07,3.317e-15,1.483e-15,1.117e-15,0.0,9.241e-16,2.513e-15,6.543e-16,7.228e-16,0.0,5.798e-16,4.122e-15,2.268e-15,1.489e-15,5.311e-16,1.25e-15,-0.1237,-0.2336,-0.1087,,,,,,,,,,,,,,,,,0.1555,-0.4054,0.0481,-0.5028,0.1343,-0.3392,,,,,,,,,,,,,,,,,,,,
96,BH,1,BH0022,BH,0.99925536,CXOU J100517.1-07421,160215.7,11.12,458.2053,2012-01-21T08:54:47,5.171680000000001e-07,0.6361999999999999,3.0,0.00018815,0.0001313,0.00013245,5.235e-06,0.2085,0.207,0.4425,0.0,14.11048652550336,14.45356715781773,14.244783942757756,8.09616e-07,3.80512e-07,5.9654e-07,2.7139999999999995,4.528e-07,2.611e-08,6.069e-08,2.136e-06,3.071e-07,3.43e-07,0.0,2.866e-08,1.308e-06,2.229e-07,5.557e-07,5.104e-08,9.104e-08,2.964e-06,3.863e-07,1e-15,3.696e-16,1.41e-16,2.638e-14,5.662e-16,7.419e-16,1.607e-17,6.658e-17,1.636e-14,4.11e-16,1.258e-15,7.071e-16,2.115e-16,3.588e-14,7.123e-16,-0.3298,-0.8407,-0.6821,,,,,,,,,,,,,,,,,0.0781,-0.6964,-0.6839,-0.9525,-0.5128,-0.8189,,,,,,,,,,,,,,,,,,,,
95,BH,1,BH0022,BH,0.9251547,CXOU J100517.1-07421,158013.8,11.12,458.2053,2012-02-03T10:00:00,5.171680000000001e-07,0.6361999999999999,3.0,0.00016725,0.000111195,0.00011245,4.813e-06,0.78,0.542,0.4725,0.0,14.760135179759423,15.339034020055772,14.953611764091022,4.5362e-07,1.526084e-07,3.03504e-07,2.47,4.284e-07,1.351e-07,2.502e-08,7.005e-07,2.285e-07,3.23e-07,7.929e-08,4.352e-09,2.001e-07,1.563e-07,5.339e-07,1.909e-07,4.57e-08,1.201e-06,2.966e-07,1.34e-15,9.377e-16,6.283e-17,2.816e-15,4.071e-16,9.998e-16,5.115e-16,1.093e-17,4.897e-16,2.786e-16,1.681e-15,1.343e-15,1.147e-16,5.019e-15,5.286e-16,0.7083,-0.2511,-0.8107,,,,,,,,,,,,,,,,,0.8963,0.4528,-0.0156,-0.4791,-0.6427,-0.935,,,,,,,,,,,,,,,,,,,,
94,BH,1,BH0022,BH,0.9999442,CXOU J100517.1-07421,184208.0,11.12,458.2053,2012-01-31T15:24:33,5.171680000000001e-07,0.6361999999999999,3.0,0.0002286666666666,0.0001143266666666,0.0001160766666666,6.893e-06,0.4523333333333333,0.6213333333333333,0.54,0.6666666666666666,15.311811626063305,15.575608445589722,15.449796114928906,6.647119999999999e-07,3.10406e-07,4.8898e-07,2.876,5.324e-07,0.0,1.158e-07,1.486e-06,3.107e-07,4.235e-07,0.0,7.723e-08,8.171e-07,2.342e-07,6.353e-07,2.966e-08,1.545e-07,2.117e-06,3.871e-07,8.579e-16,0.0,2.512e-16,0.0,6.658e-16,6.591e-16,0.0,1.675e-16,0.0,5.019e-16,1.046e-15,1.162e-16,3.349e-16,1.119e-16,8.297e-16,-0.9994,-0.9994,-0.4672,,,,,,,,,,,,,,,,,-0.5928,-1.0,-0.8264,-1.0,-0.3017,-0.619,,,,,,,,,,,,,,,,,,,,
97,BH,1,BH0022,BH,0.99987113,CXOU J100517.1-07421,119479.4,11.12,458.2053,2012-04-04T03:00:56,5.171680000000001e-07,0.6361999999999999,3.0,0.000124725,8.38025e-05,8.465999999999999e-05,3.3300000000000003e-06,0.359,0.54075,0.48375,0.0,15.216639628405217,15.701452564921292,15.506960411682348,9.01332e-07,3.907320000000001e-07,6.4484e-07,2.27,4.27e-07,0.0,1.315e-07,2.45e-06,2.157e-07,3.06e-07,0.0,7.836e-08,1.434e-06,1.353e-07,5.408e-07,2.616e-08,1.819e-07,3.466e-06,2.918e-07,7.002e-16,0.0,3.027e-16,0.0,5.531e-16,4.668e-16,0.0,1.804e-16,0.0,3.471e-16,9.206e-16,2.283e-16,4.187e-16,7.203e-16,7.483e-16,-0.9994,-0.9994,-0.2573,,,,,,,,,,,,,,,,,-0.674,-1.0,-0.7851,-1.0,-0.0056,-0.4853,,,,,,,,,,,,,,,,,,,,
98,BH,1,BH0022,BH,0.9994603,CXOU J100517.1-07421,69689.2,11.12,458.2053,2012-04-06T18:15:48,5.171680000000001e-07,0.6361999999999999,3.0,0.0001842,0.000125915,0.000127465,5.707e-06,0.7145,0.491,0.4785,0.0,14.740893721878038,15.418154976100928,14.965644316228024,9.93066e-07,3.05528e-07,6.567459999999999e-07,1.9520000000000004,4.803e-07,4.869e-08,8.784e-08,2.379e-06,2.879e-07,3.172e-07,0.0,3.294e-08,1.009e-06,1.685e-07,6.435e-07,9.483e-08,1.427e-07,3.677e-06,4.073e-07,1.079e-15,0.0,2.27e-16,3.261e-15,8.446e-16,6.691e-16,0.0,8.514e-17,6.521e-16,5.027e-16,1.468e-15,3.178e-16,3.69e-16,5.739e-15,1.186e-15,-0.2511,-0.732,-0.5646,,,,,,,,,,,,,,,,,0.2292,-0.669,-0.4566,-0.9375,-0.2867,-0.7851,,,,,,,,,,,,,,,,,,,,
93,BH,1,BH0022,BH,0.99954236,CXOU J100517.1-07421,75554.3,11.12,458.2053,2012-01-26T22:21:59,5.171680000000001e-07,0.6361999999999999,3.0,0.0002732,0.0001339,0.0001437,1.764e-05,0.951,0.767,0.554,1.0,15.198175235371254,15.667480748626268,15.467627866432125,6.32882e-07,1.5180000000000002e-07,3.8538000000000003e-07,1.4420000000000002,4.451e-07,0.0,0.0,1.066e-06,4.158e-07,2.939e-07,0.0,0.0,1.854e-07,2.797e-07,5.962e-07,4.098e-08,2.943e-08,1.946e-06,5.518e-07,7.455e-16,0.0,0.0,0.0,9.58e-16,4.307e-16,0.0,0.0,0.0,6.445e-16,1.06e-15,3.939e-16,8.917e-17,3.53e-16,1.272e-15,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.2155,-0.8151,-1.0,-0.8638,-1.0,,,,,,,,,,,,,,,,,,,,
99,BH,1,BH0022,BH,0.9966318,CXOU J100517.1-07421,46281.0,11.12,458.2053,2012-04-05T19:03:53,5.171680000000001e-07,0.6361999999999999,3.0,0.00032985,0.000125615,0.00016035,5.028e-05,0.9625,0.9575,0.7084999999999999,1.5,15.077004813203445,15.629227928294371,15.278420190803844,8.031399999999999e-07,1.5352200000000004e-07,4.7916e-07,1.75,6.593e-07,1.241e-07,1.321e-07,1.165e-06,3.153e-07,4.266e-07,2.158e-08,4.953e-08,1.165e-07,1.534e-07,8.919e-07,2.266e-07,2.146e-07,2.214e-06,4.686e-07,1.291e-15,4.44e-16,3.258e-16,0.0,5.728e-16,7.799e-16,0.0,1.156e-16,0.0,2.787e-16,1.802e-15,8.88e-16,5.359e-16,1.102e-16,8.515e-16,0.075,-0.4335,-0.461,,,,,,,,,,,,,,,,,0.4741,-0.3829,-0.0656,-0.7477,-0.1268,-0.7277,,,,,,,,,,,,,,,,,,,,
90,BH,1,BH0022,BH,0.9996817,CXOU J100517.1-07421,40580.4,11.12,458.2053,2010-01-27T01:02:52,5.171680000000001e-07,0.6361999999999999,3.0,,,,,,,,,15.063134541024375,15.978645286918578,15.391431180896747,9.568040000000002e-07,2.3056000000000005e-07,5.8222e-07,1.14,4.528e-07,0.0,0.0,2.137e-06,3.213e-07,2.383e-07,0.0,0.0,7.582e-07,1.563e-07,6.673e-07,7.362e-08,1.185e-07,3.447e-06,4.776e-07,4.963e-16,0.0,0.0,9.492e-16,5.847e-16,1.955e-16,0.0,0.0,4.52e-17,2.845e-16,7.971e-16,6.273e-16,1.769e-16,1.853e-15,8.692e-16,-0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,0.1555,-1.0,-0.6252,-1.0,-0.4816,-1.0,,,,,,,,,,,,,,,,,,,,
89,BH,1,BH0022,BH,0.99652123,CXOU J100517.1-07421,36978.6,11.12,458.2053,2001-06-14T10:51:54,5.171680000000001e-07,0.6361999999999999,3.0,0.00059015,0.00024425,0.00030225,7.358e-05,0.621,0.3495,0.6445,1.5,15.098617972917848,15.63458689992382,15.415261815288554,5.5536e-07,2.0988000000000002e-07,3.4618e-07,1.346,1.048e-06,1.021e-07,0.0,0.0,5.808e-07,6.85e-07,0.0,0.0,0.0,3.644e-07,1.39e-06,2.042e-07,1.405e-07,2.564e-07,7.857e-07,1.13e-15,0.0,0.0,0.0,7.918e-16,6.63e-16,0.0,0.0,0.0,4.968e-16,1.596e-15,8.672e-16,2.721e-16,1.78e-16,1.071e-15,0.5609,-0.6971,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.0618,-0.4179,-0.9163,-0.6077,-1.0,,,,,,,,,,,,,,,,,,,,
91,BH,1,BH0022,BH,0.866075,CXOU J100517.1-07421,75682.2,11.12,458.2053,2010-01-29T14:46:35,5.171680000000001e-07,0.6361999999999999,3.0,0.000225,0.0001548,0.0001565,7.021e-06,0.373,0.313,0.46,0.0,15.195056810336398,15.70683640435834,15.400750280982928,4.132e-07,9.658000000000001e-08,2.55796e-07,1.866,4.691e-07,1.41e-07,7.848e-08,4.188e-07,1.716e-07,3.127e-07,5.729e-08,2.943e-08,0.0,8.348e-08,6.254e-07,2.203e-07,1.275e-07,8.377e-07,2.551e-07,9.95e-16,4.769e-16,1.616e-16,0.0,3.536e-16,6.243e-16,1.284e-16,5.735e-17,0.0,1.72e-16,1.346e-15,8.255e-16,2.659e-16,2.279e-16,5.256e-16,0.346,-0.0887,-0.4172,,,,,,,,,,,,,,,,,0.6627,-0.0394,0.2555,-0.4354,-0.0743,-0.6989,,,,,,,,,,,,,,,,,,,,
92,BH,1,BH0022,BH,0.99775773,CXOU J100517.1-07421,171955.9,11.12,458.2053,2012-01-18T14:26:38,5.171680000000001e-07,0.6361999999999999,3.0,0.0002061933333333,0.0001004199999999,0.0001186666666666,2.232e-05,0.6676666666666667,0.843,0.6666666666666666,1.6666666666666667,14.9825743025931,15.271240524832123,15.113588244639883,7.218400000000001e-07,3.34032e-07,5.3276e-07,3.1700000000000004,5.836e-07,9.22e-08,9.15e-08,1.58e-06,3.165e-07,4.642e-07,4.354e-08,5.602e-08,8.69e-07,2.374e-07,6.963e-07,1.383e-07,1.27e-07,2.252e-06,3.956e-07,1.859e-15,9.52e-16,2.081e-16,0.0,8.302e-16,1.465e-15,4.624e-16,1.274e-16,0.0,6.227e-16,2.253e-15,1.442e-15,2.887e-16,1.83e-16,1.038e-15,0.0487,-0.5484,-0.5621,,,,,,,,,,,,,,,,,0.3342,-0.263,-0.3479,-0.7252,-0.3979,-0.7089,,,,,,,,,,,,,,,,,,,,
100,BH,1,BH0023,BH,0.9810528,CXOU J100518.5-07413,36978.6,14.07,1138.77,2001-06-14T10:51:54,4.7776e-07,0.585,2.2,0.00081438,0.0005884,0.00066314,6.2314e-05,0.4413999999999999,0.4554,0.4334,0.2,14.462483127960429,14.698566298162136,14.563519304990503,2.21474e-06,1.3813400000000005e-06,1.80162e-06,4.0200000000000005,4.446e-06,4.831e-07,1.098e-06,1.576e-06,1.405e-06,3.767e-06,2.646e-07,8.321e-07,9.59e-07,1.084e-06,5.126e-06,7.017e-07,1.348e-06,2.192e-06,1.706e-06,6.017e-15,1.172e-15,2.675e-15,1.569e-15,2.227e-15,4.955e-15,3.551e-16,2.026e-15,9.552e-16,1.718e-15,7.08e-15,1.988e-15,3.283e-15,2.183e-15,2.704e-15,-0.3785,-0.4847,-0.1262,,,,,,,,,,,,,,,,,-0.163,-0.584,-0.2892,-0.664,0.0331,-0.2804,,,,,,,,,,,,,,,,,,,,
102,BH,1,BH0023,BH,0.99062353,CXOU J100518.5-07413,69689.2,14.07,1138.77,2012-04-06T18:15:48,4.7776e-07,0.585,2.2,0.00059765,0.0004601575,0.0004673574999999,1.85585e-05,0.39775,0.4515,0.3335,0.0,14.24623315164946,14.767135975850392,14.670358089269788,1.4634e-06,8.326e-07,1.02364e-06,3.792,2.878e-06,2.807e-07,7.775e-07,0.0,1.182e-06,2.456e-06,1.589e-07,6.023e-07,0.0,9.458e-07,3.276e-06,3.972e-07,9.418e-07,1.283e-06,1.419e-06,5.301e-15,1.134e-15,2.046e-15,0.0,2.2e-15,4.542e-15,6.324e-16,1.613e-15,0.0,1.76e-15,6.06e-15,1.614e-15,2.478e-15,1.557e-14,2.64e-15,-0.4647,-0.6159,-0.2074,,,,,,,,,,,,,,,,,-0.2804,-0.6402,-0.4666,-0.7527,-0.0668,-0.3417,,,,,,,,,,,,,,,,,,,,
103,BH,1,BH0023,BH,0.97210073,CXOU J100518.5-07413,46281.0,14.07,1138.77,2012-04-05T19:03:53,4.7776e-07,0.585,2.2,0.000883375,0.0005657975,0.000618525,7.04125e-05,0.481,0.38375,0.48275,1.5,14.428179407049337,14.622766623247252,14.519245908275929,2.3133400000000006e-06,1.1954e-06,1.7649600000000002e-06,3.93,3.789e-06,6.106e-07,7.152e-07,2.004e-06,1.706e-06,3.226e-06,3.951e-07,5.259e-07,4.81e-07,1.349e-06,4.352e-06,8.262e-07,9.045e-07,3.447e-06,2.037e-06,7.543e-15,2.276e-15,1.807e-15,0.0,3.5e-15,6.382e-15,1.394e-15,1.317e-15,0.0,2.825e-15,8.705e-15,3.112e-15,2.272e-15,3.918e-16,4.174e-15,-0.0712,-0.4834,-0.421,,,,,,,,,,,,,,,,,0.1368,-0.2904,-0.3279,-0.634,-0.2842,-0.5478,,,,,,,,,,,,,,,,,,,,
101,BH,1,BH0023,BH,0.9954516,CXOU J100518.5-07413,119479.4,14.07,1138.77,2012-04-04T03:00:56,4.7776e-07,0.585,2.2,0.000768725,0.000508425,0.00052045,3.0093e-05,0.61575,0.5435,0.3552499999999999,0.0,14.253350235230917,14.592541109542609,14.390683115706912,1.6835800000000002e-06,1.07558e-06,1.38366e-06,5.5520000000000005,3.159e-06,3.427e-07,6.466e-07,1.207e-06,1.563e-06,2.843e-06,2.381e-07,5.305e-07,4.163e-07,1.35e-06,3.475e-06,4.472e-07,7.627e-07,1.957e-06,1.776e-06,6.043e-15,1.79e-15,1.512e-15,8.115e-15,2.877e-15,5.421e-15,1.225e-15,1.241e-15,2.405e-15,2.485e-15,6.664e-15,2.355e-15,1.783e-15,1.383e-14,3.269e-15,-0.3073,-0.6433,-0.4147,,,,,,,,,,,,,,,,,-0.153,-0.4616,-0.544,-0.7352,-0.3192,-0.5041,,,,,,,,,,,,,,,,,,,,
106,BH,1,BH0024,BH,0.9763415,J1047+1234          ,69249.5,56.53,18798.27,2007-01-10T02:06:43,9.0646e-06,0.8138,6.4,0.0060107999999999,0.00584604,0.0058706,2.8902e-05,0.6338,0.7152000000000001,0.125,0.0,13.322502547086424,13.376936875704216,13.348334396077064,1.9629e-05,1.71944e-05,1.84386e-05,16.256,4.202e-05,8.424e-06,7.429e-06,1.843e-05,1.589e-05,4.043e-05,7.762e-06,6.91e-06,1.58e-05,1.507e-05,4.352e-05,9.087e-06,7.918e-06,2.091e-05,1.671e-05,9.86e-14,5.474e-14,1.798e-14,2.56e-14,2.728e-14,9.485e-14,5.043e-14,1.672e-14,2.204e-14,2.587e-14,1.021e-13,5.906e-14,1.916e-14,2.894e-14,2.868e-14,0.065,-0.3061,-0.3635,13.051733780119704,1.904,4.184,2.121e-05,0.884,13.29964247217734,13.27942727963574,13.3243132913006,0.3804,2.12e-07,0.0002547,3.711,13.067881527970878,4.327,3.984e-07,0.993,0.1143,0.0144,-0.2655,-0.3479,-0.3279,-0.3991,13.03147035562516,13.071655364735138,2.023,1.791,7.143,1.35,2.353e-05,1.914e-05,0.0002457,0.0003117,13.094042300907573,13.049732531986413,4.877,3.874,0.6487,,0.4024,0.3603,0.2497,
105,BH,1,BH0024,BH,0.92891616,J1047+1234          ,84099.0,56.53,18798.27,2006-01-23T06:07:21,9.0646e-06,0.8138,6.4,0.0129564,0.0095243999999999,0.0113159999999999,0.0011585898,0.8808,0.9226,0.5438,2.8,12.999748182220594,13.030434999253924,13.014375960135345,3.4148e-05,3.1468000000000004e-05,3.2846e-05,24.888,8.26e-05,2.395e-05,1.69e-05,1.928e-05,2.15e-05,8.058e-05,2.294e-05,1.621e-05,1.701e-05,2.06e-05,8.45e-05,2.491e-05,1.758e-05,2.141e-05,2.234e-05,2.32e-13,1.581e-13,4.202e-14,1.581e-14,3.579e-14,2.263e-13,1.512e-13,4.032e-14,1.405e-14,3.429e-14,2.373e-13,1.645e-13,4.373e-14,1.756e-14,3.72e-14,0.1724,0.0525,-0.1212,12.680685695909489,1.631,12.24,4.294e-05,1.13,12.778064400171994,12.763714722551972,12.793984123236656,0.6754,2.44e-07,7.928e-05,2.719,12.684869682816398,9.11,7.923,1.087,0.1993,0.1455,0.0806,0.0256,-0.0931,-0.148,12.667157733005649,12.69336055897574,1.694,1.569,14.33,10.2,4.579e-05,4.026e-05,7.754e-05,8.649e-05,12.700274846024364,12.67202837637699,10.99,7.703,9.511,6.397,0.693,0.6706,0.1001,
107,BH,1,BH0024,BH,0.9477289,J1047+1234          ,69066.2,56.53,18798.27,2006-04-09T10:51:35,9.0646e-06,0.8138,6.4,0.0105908,0.007239,0.0086121999999999,0.001079887,0.7764,0.726,0.4763999999999999,1.8,13.153415497101951,13.195669710934748,13.173627127279154,2.7073999999999995e-05,2.439e-05,2.5766e-05,19.952,6.221e-05,1.499e-05,1.235e-05,2.005e-05,1.923e-05,6.027e-05,1.415e-05,1.172e-05,1.752e-05,1.829e-05,6.403e-05,1.582e-05,1.298e-05,2.242e-05,2.012e-05,1.552e-13,9.447e-14,3.037e-14,2.291e-14,3.228e-14,1.504e-13,8.874e-14,2.882e-14,1.998e-14,3.07e-14,1.598e-13,9.987e-14,3.191e-14,2.585e-14,3.377e-14,0.0949,-0.1262,-0.2186,12.856360764725457,1.887,12.42,3.623e-05,1.073,13.002264223402102,12.98422124361096,13.023374947949272,0.5405,2.705e-07,0.0001164,3.19,12.861697301833718,5.361,5.415,1.062,0.1318,0.0581,-0.0918,-0.1618,-0.1855,-0.2505,12.840132152907431,12.872571222148402,1.976,1.802,15.0,9.956,3.936e-05,3.337e-05,0.000113,0.0001341,12.882397308309915,12.846185135655473,6.286,4.619,7.23,3.694,0.564,0.5177,0.152,
